CAMPUS_UTILIZADO,SEDE,NACIONALIDAD,CLAVE_GENERO,AREA,CLAVE_MAJOR_PGMA_ACAD,DESC_CIUDAD_ESCUELA,DESC_MUNICIPIO_ESCUELA,DESC_ESTADO_ESCUELA,DESC_PAIS_ESCUELA,V_PROM_IND,V_PAA_IND,V_TEC_NO_TEC,FECHA_DECISION_ADMISION_FINAL,PERFIL,IPP,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,PUNTAJE_EUC,RUBRICA,ENSAYO,CV,V_SOL_BSE,BECA_SOAF,V_POSTDTA,V_POSTULADOBTE,v_becadobte,BECABTE,DISCIPLINA,BECA_BHP,V_POSSTEAM,V_BHP,V_BSE,v_anybeca,POST_ANYBECA,prcBeca_f,TIPO_BECA_F,V_BECABTE,V_ANY_BECA,PRC_BECA_F
Laguna,LAG,Estadounidense,F,PTM,PTM,Torreón,Torreón,Coahuila,México,88.0,1059,No Tec,2024-02-13T00:00:00.000Z,Perfil A,1,1,Laguna,14.0,Solicitud,50.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Toluca,MET,Mexicana,F,PBB,PBB,Buena Vista,San Mateo Atenco,Estado de México,México,94.0,1032,No Tec,2024-01-24T00:00:00.000Z,Perfil A,0,0,Toluca,14.0,Solicitud,9.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PBB,PBB,Zapopan,Zapopan,Jalisco,México,97.0,1162,No Tec,2024-02-15T00:00:00.000Z,Perfil A+,1,1,Guadalajara,15.0,Solicitud,36.0,76.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,M,PBB,PBB,Culiacán Rosales,Culiacán,Sinaloa,México,100.0,1108,No Tec,2024-01-19T00:00:00.000Z,Perfil A,1,1,Sinaloa,14.0,Solicitud,25.0,98.0,23.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Chiapas,CHS,Mexicana,F,PBB,PBB,Tuxtla Gutiérrez,Tuxtla Gutiérrez,Chiapas,México,90.0,1190,No Tec,2024-01-31T00:00:00.000Z,Perfil A+,1,1,Chiapas,14.0,Solicitud,34.0,90.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,PTM,PTM,Naucalpan de Juárez,Naucalpan de Juárez,Estado de México,México,81.0,955,No Tec,2024-01-29T00:00:00.000Z,Perfil A,1,1,Estado de México,15.0,Solicitud,40.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,PBB,PBB,Miguel Hidalgo,Indefinido,Ciudad de México,México,92.5,1011,No Tec,2024-02-12T00:00:00.000Z,Perfil A,1,1,Santa Fe,15.0,Solicitud,27.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Lagüera,PGL,Mexicana,M,PBB,PBB,Huejutla de Reyes,Huejutla de Reyes,Hidalgo,México,91.5,1090,No Tec,2024-02-14T00:00:00.000Z,Perfil A,0,0,Hidalgo,14.0,Solicitud,15.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Catarina,PSC,Mexicana,F,PTM,PTM,Ciudad Santa Catarina,Santa Catarina,Nuevo León,México,89.0,1084,No Tec,2024-02-23T00:00:00.000Z,Perfil A,0,0,Monterrey,15.0,Solicitud,49.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Aguascalientes,AGS,Mexicana,M,PTM,PTM,Aguascalientes,Aguascalientes,Aguascalientes,México,83.25,1104,No Tec,2024-02-01T00:00:00.000Z,Perfil A,0,0,,15.0,Solicitud,44.0,80.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,PBB,PBB,Salamanca,Salamanca,Guanajuato,México,94.0,1197,No Tec,2024-02-27T00:00:00.000Z,Perfil A+,0,0,Irapuato,15.0,Solicitud,45.0,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,PBB,PBB,Naucalpan de Juárez,Naucalpan de Juárez,Estado de México,México,91.0,1151,No Tec,2024-01-31T00:00:00.000Z,Perfil A+,1,1,Estado de México,15.0,Solicitud,29.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,F,PTM,PTM,Tlaquepaque,Tlaquepaque,Jalisco,México,97.5,992,No Tec,2024-02-29T00:00:00.000Z,Perfil A,0,0,Guadalajara,15.0,Solicitud,45.0,88.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Lagüera,PGL,Mexicana,F,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,91.82,1017,No Tec,2024-02-23T00:00:00.000Z,Perfil A,0,0,Monterrey,14.0,Solicitud,39.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Irapuato,IRA,Mexicana,M,PBB,PBB,,,,,97.0,1091,No Tec,2024-01-24T00:00:00.000Z,Perfil A,1,1,,16.0,Solicitud,25.0,92.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Toluca,MET,Mexicana,M,PBB,PBB,Metepec,Metepec,Estado de México,México,81.5,1165,No Tec,2024-02-13T00:00:00.000Z,Perfil A,0,0,Toluca,15.0,Solicitud,37.0,88.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,PBB,PBB,Cuajimalpa de Morelos,Indefinido,Ciudad de México,México,79.5,1150,No Tec,2024-02-07T00:00:00.000Z,Perfil A,1,1,Santa Fe,15.0,Solicitud,39.0,91.0,6.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,PTM,PTM,Ciudad de México,Benito Juárez,Ciudad de México,México,94.0,1296,No Tec,2024-01-30T00:00:00.000Z,Perfil A+,1,1,Ciudad de México,15.0,Solicitud,50.0,81.0,11.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PBB,PBB,Cuauhtémoc,Indefinido,Ciudad de México,México,82.5,1177,No Tec,2024-02-15T00:00:00.000Z,Perfil A,1,1,Santa Fe,14.0,Solicitud,44.0,83.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Chiapas,CHS,Mexicana,F,PBB,PBB,Tuxtla Gutiérrez,Tuxtla Gutiérrez,Chiapas,México,86.5,1139,No Tec,2024-01-31T00:00:00.000Z,Perfil A,1,1,Chiapas,14.0,Solicitud,39.0,91.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Lagüera,PGL,Mexicana,M,PBI,PBI,Linares,Linares,Nuevo León,México,95.0,1377,No Tec,2024-01-18T00:00:00.000Z,Perfil A+,1,1,Monterrey,15.0,Solicitud,46.0,98.0,23.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PTM,PTM,Benito Juárez,Indefinido,Ciudad de México,México,97.0,1162,No Tec,2024-03-01T00:00:00.000Z,Perfil A+,1,1,Ciudad de México,14.0,Contacto directo,47.0,90.0,15.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,PBB,PBB,Santiago de Querétaro,Querétaro,Querétaro,México,87.5,1081,No Tec,2024-02-16T00:00:00.000Z,Perfil A,0,0,Querétaro,15.0,Marketing digital,42.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,ESM,Mexicana,F,PTM,PTM,Ciudad Adolfo López Mateos,Atizapán de Zaragoza,Estado de México,México,86.5,1039,No Tec,2024-02-27T00:00:00.000Z,Perfil A,0,0,Estado de México,15.0,Solicitud,42.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,PBB,PBB,Tlalnepantla de Baz,Tlalnepantla de Baz,Estado de México,México,86.5,1033,No Tec,2024-02-01T00:00:00.000Z,Perfil A,0,0,Estado de México,14.0,Solicitud,38.0,75.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
León,LEO,Mexicana,M,PTM,PTM,Zamora de Hidalgo,Zamora,Michoacán,México,92.5,1108,No Tec,2024-03-01T00:00:00.000Z,Perfil A,0,0,Guadalajara,14.0,Solicitud,44.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Toluca,MET,Mexicana,M,PBB,PBB,Toluca de Lerdo,Toluca,Estado de México,México,84.0,1116,No Tec,2024-01-24T00:00:00.000Z,Perfil A,1,1,Toluca,16.0,Solicitud,30.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Sonora Norte,HER,Mexicana,F,PBB,PBB,Hermosillo,Hermosillo,Sonora,México,91.0,1065,No Tec,2024-02-20T00:00:00.000Z,Perfil A,0,0,Sonora Norte,15.0,Solicitud,34.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PBB,PBB,Venustiano Carranza,Indefinido,Ciudad de México,México,90.0,1040,No Tec,2024-02-02T00:00:00.000Z,Perfil A,1,1,Ciudad de México,14.0,Solicitud,39.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PBI,PBI,Ciudad de México,Coyoacán,Ciudad de México,México,86.5,1222,No Tec,2024-02-28T00:00:00.000Z,Perfil A,0,0,Ciudad de México,16.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,PTM,PTM,Metepec,Metepec,Estado de México,México,80.5,1130,No Tec,2024-01-30T00:00:00.000Z,Perfil A,0,0,Toluca,16.0,Solicitud,50.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,PBB,PBB,Cuauhtémoc,Indefinido,Ciudad de México,México,85.5,1077,No Tec,2024-02-07T00:00:00.000Z,Perfil A,0,0,Santa Fe,14.0,Solicitud,29.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Cuernavaca,MOR,Mexicana,F,PBB,PBB,Temixco,Temixco,Morelos,México,94.0,778,No Tec,2024-02-01T00:00:00.000Z,Perfil D,1,1,Cuernavaca,14.0,Solicitud,13.0,31.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.9,0.0,1.0,0.0,1.0,1.0,0.9,Hijo de Profesor,0.0,1.0,0.9
Ciudad de México,CCM,Mexicana,M,PTM,PTM,Alvaro Obregón,Indefinido,Ciudad de México,México,96.5,1122,No Tec,2024-02-06T00:00:00.000Z,Perfil A,1,1,Santa Fe,15.0,Solicitud,42.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,PTM,PTM,Heroica Puebla de Zaragoza,Puebla,Puebla,México,94.0,1026,No Tec,2024-01-24T00:00:00.000Z,Perfil A,1,1,Puebla,14.0,Solicitud,42.0,83.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,F,PBB,PBB,Guadalajara,Guadalajara,Jalisco,México,99.5,1348,No Tec,2024-02-02T00:00:00.000Z,Perfil A+,1,1,Guadalajara,14.0,Solicitud,34.0,110.0,25.0,25.0,1.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
