CAMPUS_UTILIZADO,SEDE,NACIONALIDAD,CLAVE_GENERO,AREA,CLAVE_MAJOR_PGMA_ACAD,DESC_CIUDAD_ESCUELA,DESC_MUNICIPIO_ESCUELA,DESC_ESTADO_ESCUELA,DESC_PAIS_ESCUELA,V_PROM_IND,V_PAA_IND,V_TEC_NO_TEC,FECHA_DECISION_ADMISION_FINAL,PERFIL,IPP,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,PUNTAJE_EUC,RUBRICA,ENSAYO,CV,V_SOL_BSE,BECA_SOAF,V_POSTDTA,V_POSTULADOBTE,v_becadobte,BECABTE,DISCIPLINA,BECA_BHP,V_POSSTEAM,V_BHP,V_BSE,v_anybeca,POST_ANYBECA,prcBeca_f,TIPO_BECA_F,V_BECABTE,V_ANY_BECA,PRC_BECA_F
Toluca,TOL,Mexicana,F,PBB,PBB,Toluca de Lerdo,Toluca,Estado de México,México,100.0,1222,No Tec,2023-10-11T00:00:00.000Z,Perfil A+,1,1,Toluca,14.0,Solicitud,41.0,100.0,25.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Sada,PGS,Mexicana,M,PBI,PBI,San Pedro Garza García,San Pedro Garza García,Nuevo León,México,96.0,1181,No Tec,2024-02-13T00:00:00.000Z,Perfil A+,1,1,,15.0,Solicitud,50.0,88.0,13.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Cumbres,PCM,Mexicana,F,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,84.5,1003,No Tec,2023-11-16T00:00:00.000Z,Perfil A,1,1,Monterrey,15.0,Solicitud,48.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
San Luis Potosí,SLP,Mexicana,F,PTM,PTM,San Luis Potosí,San Luis Potosí,San Luis Potosí,México,87.79,1048,No Tec,2024-01-02T00:00:00.000Z,Perfil A,1,1,San Luis Potosí,15.0,Solicitud,38.0,94.0,19.0,15.0,1.0,0.2,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,1.0,1.0,1.0,0.2,Tradicional,0.0,1.0,0.2
Guadalajara,GDA,Mexicana,F,PTM,PTM,Zapopan,Zapopan,Jalisco,México,97.0,1233,No Tec,2023-11-08T00:00:00.000Z,Perfil A+,1,1,Guadalajara,14.0,Solicitud,41.0,100.0,25.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,ESM,Mexicana,F,PBB,PBB,Ciudad Adolfo López Mateos,Atizapán de Zaragoza,Estado de México,México,86.5,932,No Tec,2023-10-12T00:00:00.000Z,Perfil B,1,1,Estado de México,15.0,Solicitud,38.0,80.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,PTM,PTM,Culiacán Rosales,Culiacán,Sinaloa,México,98.5,1290,No Tec,2023-10-30T00:00:00.000Z,Perfil A+,1,1,Sinaloa,16.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Saltillo,SAL,Mexicana,F,PTM,PTM,Saltillo,Saltillo,Coahuila,México,92.0,994,No Tec,2023-11-24T00:00:00.000Z,Perfil A,0,0,Saltillo,15.0,Solicitud,41.0,83.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Valle Alto,SVA,Mexicana,M,PBI,PBI,Monterrey,Monterrey,Nuevo León,México,98.0,1226,No Tec,2023-12-04T00:00:00.000Z,Perfil A+,1,1,Monterrey,14.0,Solicitud,43.0,90.0,15.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,Liderazgo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Toluca,TOL,Mexicana,M,PTM,PTM,Zinacantepec,Zinacantepec,Estado de México,México,99.0,1397,No Tec,2023-09-29T00:00:00.000Z,Perfil A+,1,1,Toluca,15.0,Solicitud,42.0,96.0,21.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Santa Catarina,PSC,Mexicana,F,PTM,PTM,San Pedro Garza García,San Pedro Garza García,Nuevo León,México,96.0,1208,No Tec,2023-10-13T00:00:00.000Z,Perfil A+,1,1,Monterrey,15.0,Solicitud,50.0,96.0,21.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PTM,PTM,Alvaro Obregón,Indefinido,Ciudad de México,México,97.0,1196,No Tec,2023-11-10T00:00:00.000Z,Perfil A+,1,1,Santa Fe,16.0,Solicitud,50.0,100.0,25.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,M,PBB,PBB,Culiacán Rosales,Culiacán,Sinaloa,México,99.5,1254,No Tec,2023-11-28T00:00:00.000Z,Perfil A+,1,1,Sinaloa,14.0,Solicitud,34.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,PTM,PTM,El Nayar,Durango,Durango,México,95.5,1290,No Tec,2023-10-26T00:00:00.000Z,Perfil A+,1,1,Laguna,15.0,Solicitud,44.0,96.0,21.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Santa Catarina,PSC,Mexicana,M,PTM,PTM,San Pedro Garza García,San Pedro Garza García,Nuevo León,México,90.5,1187,No Tec,2023-12-04T00:00:00.000Z,Perfil A+,1,1,Monterrey,15.0,Solicitud,50.0,96.0,21.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,PTM,PTM,Santiago de Querétaro,Querétaro,Querétaro,México,91.0,1246,No Tec,2023-10-30T00:00:00.000Z,Perfil A+,1,1,,14.0,Solicitud,42.0,102.0,17.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,PBB,PBB,El Pueblito,Villa Corregidora,Querétaro,México,91.0,1190,No Tec,2023-11-21T00:00:00.000Z,Perfil A+,1,1,Querétaro,16.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PBB,PBB,Alvaro Obregón,Indefinido,Ciudad de México,México,93.0,920,No Tec,2024-02-06T00:00:00.000Z,Perfil B,1,1,Santa Fe,15.0,Solicitud,36.0,71.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,ESM,Mexicana,M,PBB,PBB,Atizapán de Zaragoza,Atizapán de Zaragoza,Estado de México,México,94.0,1234,No Tec,2023-10-24T00:00:00.000Z,Perfil A+,1,1,Estado de México,14.0,Solicitud,44.0,104.0,19.0,25.0,0.0,0.0,1.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Toluca,TOL,Mexicana,F,PBB,PBB,Toluca de Lerdo,Toluca,Estado de México,México,88.0,1207,No Tec,2023-09-29T00:00:00.000Z,Perfil A,1,1,Toluca,14.0,Solicitud,39.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,PBB,PBB,El Pueblito,Villa Corregidora,Querétaro,México,96.5,1316,No Tec,2023-10-16T00:00:00.000Z,Perfil A+,1,1,Querétaro,15.0,Solicitud,50.0,98.0,23.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Toluca,MET,Mexicana,M,PTM,PTM,San Mateo Atenco,San Mateo Atenco,Estado de México,México,93.0,1067,No Tec,2023-10-11T00:00:00.000Z,Perfil A,1,1,Toluca,15.0,Solicitud,35.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Sada,PGS,Mexicana,F,PBI,PBI,San Pedro Garza García,San Pedro Garza García,Nuevo León,México,99.5,1230,No Tec,2023-10-24T00:00:00.000Z,Perfil A+,0,0,,15.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,F,PBB,PBB,Culiacán Rosales,Culiacán,Sinaloa,México,91.0,856,No Tec,2024-02-01T00:00:00.000Z,Perfil D,0,0,Sinaloa,14.0,Solicitud,22.0,36.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Valle Alto,SVA,Mexicana,F,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,99.0,1195,No Tec,2023-12-04T00:00:00.000Z,Perfil A+,1,1,Monterrey,14.0,Solicitud,50.0,98.0,23.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Santa Catarina,PSC,Mexicana,F,PTM,PTM,San Pedro Garza García,San Pedro Garza García,Nuevo León,México,91.5,1005,No Tec,2023-11-16T00:00:00.000Z,Perfil A,1,1,Monterrey,15.0,Solicitud,41.0,98.0,23.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Lagüera,PGL,Mexicana,M,PBB,PBB,Monterrey,Monterrey,Nuevo León,México,95.5,1220,No Tec,2023-10-27T00:00:00.000Z,Perfil A+,1,1,Monterrey,15.0,Solicitud,36.0,100.0,25.0,15.0,1.0,0.2,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,1.0,1.0,1.0,0.2,Tradicional,0.0,1.0,0.2
Estado de México,CEM,Mexicana,M,PTM,PTM,Naucalpan de Juárez,Naucalpan de Juárez,Estado de México,México,86.0,1125,No Tec,2023-09-27T00:00:00.000Z,Perfil A,1,1,Estado de México,16.0,Solicitud,44.0,98.0,13.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Chihuahua,CHH,Mexicana,M,PBB,PBB,Chihuahua,Chihuahua,Chihuahua,México,89.5,1049,No Tec,2023-10-30T00:00:00.000Z,Perfil A,1,1,Chihuahua,15.0,Solicitud,36.0,89.0,19.0,10.0,1.0,0.1,0.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Cuernavaca,MOR,Mexicana,F,PTM,PTM,Cuernavaca,Cuernavaca,Morelos,México,86.5,1011,No Tec,2023-12-13T00:00:00.000Z,Perfil A,1,1,Cuernavaca,15.0,Solicitud,41.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Catarina,PSC,Mexicana,F,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,93.0,991,No Tec,2023-11-06T00:00:00.000Z,Perfil A,1,1,Monterrey,15.0,Solicitud,50.0,94.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Saltillo,SAL,Mexicana,M,PBB,PBB,Saltillo,Saltillo,Coahuila,México,93.5,1031,No Tec,2023-10-12T00:00:00.000Z,Perfil A,1,1,Saltillo,15.0,Solicitud,14.0,96.0,11.0,25.0,0.0,0.0,0.0,1.0,1.0,0.4,Atletico,0.0,0.0,0.0,0.0,1.0,1.0,0.4,Talento Estudiantil,1.0,1.0,0.4
Santa Catarina,PSC,Mexicana,F,PTM,PTM,Ciudad Santa Catarina,Santa Catarina,Nuevo León,México,93.5,1040,No Tec,2023-10-12T00:00:00.000Z,Perfil A,1,1,Monterrey,15.0,Solicitud,40.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Lagüera,PGL,Mexicana,M,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,93.0,1399,No Tec,2023-10-25T00:00:00.000Z,Perfil A+,1,1,Monterrey,14.0,Solicitud,50.0,94.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.9,0.0,1.0,0.0,1.0,1.0,0.9,Hijo de Profesor,0.0,1.0,0.9
Estado de México,CEM,Mexicana,F,PBI,PBI,Naucalpan de Juárez,Naucalpan de Juárez,Estado de México,México,87.5,1154,No Tec,2023-12-01T00:00:00.000Z,Perfil A,1,1,Estado de México,15.0,Solicitud,50.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Sada,PGS,Mexicana,F,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,98.0,1212,No Tec,2023-11-16T00:00:00.000Z,Perfil A+,1,1,Monterrey,15.0,Solicitud,42.0,95.0,25.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PBB,PBB,Coyoacán,Indefinido,Ciudad de México,México,89.5,1001,No Tec,2023-11-10T00:00:00.000Z,Perfil A,1,1,Ciudad de México,14.0,Solicitud,34.0,79.0,9.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PBB,PBB,Ciudad de México,Tlalpan,Ciudad de México,México,92.5,1077,No Tec,2023-11-10T00:00:00.000Z,Perfil A,1,1,Ciudad de México,15.0,Solicitud,36.0,85.0,15.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Lagüera,PGL,Mexicana,F,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,88.5,965,No Tec,2023-11-21T00:00:00.000Z,Perfil A,1,1,Monterrey,14.0,Solicitud,48.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
León,LEO,Mexicana,M,PBB,PBB,León de los Aldama,León,Guanajuato,México,95.5,1278,No Tec,2023-12-13T00:00:00.000Z,Perfil A+,1,1,León,14.0,Solicitud,37.0,85.0,15.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Santa Catarina,PSC,Mexicana,F,PTM,PTM,Ciudad Santa Catarina,Santa Catarina,Nuevo León,México,98.0,1267,No Tec,2023-10-25T00:00:00.000Z,Perfil A+,1,1,Monterrey,15.0,Solicitud,50.0,91.0,21.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Valle Alto,SVA,Mexicana,M,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,90.5,1324,No Tec,2023-12-12T00:00:00.000Z,Perfil A+,1,1,Monterrey,14.0,Solicitud,44.0,93.0,23.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,PBB,PBB,Zapopan,Zapopan,Jalisco,México,95.0,1065,No Tec,2023-10-26T00:00:00.000Z,Perfil A,1,1,Guadalajara,15.0,Solicitud,47.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
León,LEO,Mexicana,M,PTM,PTM,León de los Aldama,León,Guanajuato,México,96.0,1038,No Tec,2023-11-29T00:00:00.000Z,Perfil B,1,1,León,15.0,Solicitud,49.0,70.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,PBB,PBB,Ciudad de México,Benito Juárez,Ciudad de México,México,93.5,1001,No Tec,2023-11-17T00:00:00.000Z,Perfil A,1,1,,14.0,Solicitud,38.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Aguascalientes,AGS,Mexicana,F,PTM,PTM,Indefinido,Aguascalientes,Aguascalientes,México,95.5,1020,No Tec,2023-09-27T00:00:00.000Z,Perfil A,1,1,,15.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,M,PBB,PBB,Culiacán Rosales,Culiacán,Sinaloa,México,96.0,1268,No Tec,2023-11-27T00:00:00.000Z,Perfil A+,1,1,Sinaloa,14.0,Solicitud,42.0,104.0,19.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Laguna,LAG,Mexicana,M,PBB,PBB,Torreón,Torreón,Coahuila,México,91.0,1133,No Tec,2023-10-27T00:00:00.000Z,Perfil A+,1,1,Laguna,15.0,Solicitud,44.0,100.0,25.0,15.0,0.0,0.0,1.0,1.0,1.0,0.4,Atletico,0.0,0.0,0.0,0.0,1.0,1.0,0.4,Talento Estudiantil,1.0,1.0,0.4
Estado de México,ESM,Mexicana,M,PTM,PTM,Ciudad Adolfo López Mateos,Atizapán de Zaragoza,Estado de México,México,96.0,1244,No Tec,2024-01-12T00:00:00.000Z,Perfil A+,1,1,Estado de México,15.0,Solicitud,50.0,95.0,25.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Toluca,MET,Mexicana,F,PBB,PBB,Metepec,Metepec,Estado de México,México,92.5,1131,No Tec,2023-10-26T00:00:00.000Z,Perfil A+,1,1,Toluca,14.0,Contacto directo,33.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,F,PBB,PBB,Culiacán Rosales,Culiacán,Sinaloa,México,82.5,942,No Tec,2024-02-01T00:00:00.000Z,Perfil C,1,1,Sinaloa,14.0,Solicitud,34.0,50.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,PBB,PBB,El Pueblito,Villa Corregidora,Querétaro,México,97.5,1285,No Tec,2023-10-16T00:00:00.000Z,Perfil A+,1,1,Querétaro,16.0,Solicitud,50.0,93.0,23.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Cumbres,PCM,Mexicana,F,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,87.0,1014,No Tec,2023-11-16T00:00:00.000Z,Perfil A,1,1,Monterrey,15.0,Solicitud,49.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,PBB,PBB,Texcoco de Mora,Texcoco,Estado de México,México,87.5,1076,No Tec,2023-11-10T00:00:00.000Z,Perfil A,1,1,Ciudad de México,14.0,Marketing digital,33.0,110.0,25.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,Liderazgo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Santa Catarina,PSC,Mexicana,F,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,98.5,1195,No Tec,2024-01-31T00:00:00.000Z,Perfil A+,1,1,Monterrey,14.0,Marketing digital,48.0,91.0,21.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Santa Fe,CSF,Chilena,F,PTM,PTM,Huixquilucan de Degollado,Huixquilucan,Estado de México,México,92.5,1092,No Tec,2023-10-25T00:00:00.000Z,Perfil A,1,1,Santa Fe,15.0,Solicitud,50.0,91.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,F,PTM,PTM,Culiacán Rosales,Culiacán,Sinaloa,México,99.5,1309,No Tec,2023-11-28T00:00:00.000Z,Perfil A+,1,1,Sinaloa,14.0,Solicitud,39.0,106.0,21.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Eugenio Garza Sada,PGS,Mexicana,M,PBB,PBB,Monterrey,Monterrey,Nuevo León,México,88.0,1069,No Tec,2023-12-04T00:00:00.000Z,Perfil A,0,0,Monterrey,14.0,Solicitud,28.0,90.0,15.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,PTM,PTM,Coyoacán,Indefinido,Ciudad de México,México,85.0,1403,No Tec,2024-01-22T00:00:00.000Z,Perfil A,0,0,Ciudad de México,16.0,Solicitud,47.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Toluca,MET,Mexicana,M,PBB,PBB,Toluca de Lerdo,Toluca,Estado de México,México,96.0,1097,No Tec,2023-09-29T00:00:00.000Z,Perfil A,1,1,Toluca,14.0,Solicitud,8.0,91.0,21.0,10.0,1.0,0.4,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Toluca,TOL,Mexicana,F,PBB,PBB,Toluca de Lerdo,Toluca,Estado de México,México,96.5,1068,No Tec,2023-10-11T00:00:00.000Z,Perfil A,1,1,Toluca,15.0,Solicitud,40.0,96.0,21.0,15.0,1.0,0.4,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,1.0,1.0,1.0,0.4,Tradicional,0.0,1.0,0.4
Aguascalientes,AGS,Mexicana,M,PBB,PBB,Aguascalientes,Aguascalientes,Aguascalientes,México,93.0,1093,No Tec,2023-12-06T00:00:00.000Z,Perfil A,0,0,Aguascalientes,14.0,Solicitud,10.0,98.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,PBB,PBB,Ciudad Adolfo López Mateos,Atizapán de Zaragoza,Estado de México,México,93.5,1180,No Tec,2023-10-10T00:00:00.000Z,Perfil A+,1,1,Estado de México,14.0,Solicitud,33.0,110.0,25.0,25.0,1.0,0.3,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,1.0,1.0,1.0,0.3,Tradicional,0.0,1.0,0.3
Querétaro,QRO,Mexicana,M,PTM,PTM,Santiago de Querétaro,Querétaro,Querétaro,México,90.5,1143,No Tec,2023-10-30T00:00:00.000Z,Perfil A,1,1,Querétaro,15.0,Solicitud,41.0,100.0,25.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
León,LEO,Mexicana,F,PBB,PBB,León de los Aldama,León,Guanajuato,México,87.5,997,No Tec,2023-10-27T00:00:00.000Z,Perfil A,1,1,León,14.0,Solicitud,33.0,82.0,7.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,Liderazgo,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
Saltillo,SAL,Mexicana,M,PBB,PBB,Saltillo,Saltillo,Coahuila,México,86.5,1051,No Tec,2023-12-06T00:00:00.000Z,Perfil A,1,1,Saltillo,15.0,Solicitud,34.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Catarina,PSC,Mexicana,F,PTM,PTM,Monterrey,Monterrey,Nuevo León,México,99.5,1307,No Tec,2023-11-09T00:00:00.000Z,Perfil A+,1,1,Monterrey,16.0,Solicitud,50.0,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Sin beca,0.0,0.0,0.0
Santa Catarina,PSC,Mexicana,M,PTM,PTM,San Pedro Garza García,San Pedro Garza García,Nuevo León,México,88.5,1030,No Tec,2023-11-09T00:00:00.000Z,Perfil A,1,1,Monterrey,15.0,Solicitud,43.0,102.0,17.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Sin beca,0.0,0.0,0.0
