CAMPUS_UTILIZADO,SEDE,NACIONALIDAD,CLAVE_GENERO,CLAVE_TIPO_ADMISION_TIPO_INGRESO,AREA,CLAVE_MAJOR_PGMA_ACAD,CLAVE_ESCUELA,NOMBRE_ESCUELA,DESC_MUNICIPIO_ESCUELA,DESC_PAIS_ESCUELA,V_PROM_IND,V_PAA_IND,PERFIL,IPP,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,RUBRICA,ENSAYO,CV,V_PLDM,V_SOL_BSE,BECA_SOAF,CREDITO_SOAF,V_POSTDTA,V_POSTULADOBTE,v_becadobte,BECABTE,DISCIPLINA,V_POSBCRE,BECA_BHP,V_POSBEM,V_POSBTT,V_BHP,V_BSE,v_anybeca,POST_ANYBECA,V_BECABTE,V_ANY_BECA,PRC_BECA_F,PRC_CREDITO_F
Monterrey,MTY,Mexicana,F,N5,SLD,LNB,H66269,Cent Inv y Desarrollo Educ Bil,Monterrey,México,88.83,1200,Perfil A,0,0,Monterrey,17.0,Solicitud,100.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,ESC,LDI,H03298,Fray Juan de San Miguel,Los Reyes,México,86.13,1194,Perfil A,1,1,Guadalajara,17.0,Marketing digital,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,ESC,LAD,H00575,Instituto Piedras Negras,Piedras Negras,México,98.7,1263,Perfil A,0,0,Monterrey,17.0,Marketing digital,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,M,N5,NEG,CPF,H81344,Colegio Primeros Frutos,Heroica Ciudad de Tlaxiaco,México,86.61,1271,Perfil A,1,1,,18.0,Marketing digital,87.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,N5,IIT,IIS,H08654,Colegio Vista Hermosa,Cuajimalpa de Morelos,México,76.0,1362,Perfil B,1,1,Santa Fe,18.0,Solicitud,68.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,N5,IIT,IIS,H03013,Peterson Lomas Preparatoria,Cuajimalpa de Morelos,México,92.64,1351,Perfil A,1,1,Santa Fe,19.0,Solicitud,106.0,21.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,F,N5,NEG,NEG,H03231,Esc. Preparatoria Guamúchil,Salvador Alvarado,México,98.5,1315,Perfil A,0,0,Sinaloa,17.0,Solicitud,100.0,15.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,N5,ESC,LAD,H69139,Prepa en Línea - SEP,Álvaro Obregón,México,75.83,1314,Perfil B,1,1,Ciudad de México,18.0,Solicitud,80.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,N5,NEG,BGB,H67151,Bachillerato Internacional 5 d,Cuautlancingo,México,92.6,1226,Perfil A,0,0,Puebla,17.0,Solicitud,100.0,25.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,M,N5,ICI,ICI,H08830,Colegio Motolinía de Antequera,Oaxaca de Juárez,México,94.0,1348,Perfil B,1,1,Puebla,17.0,Solicitud,78.0,23.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,ESC,LTM,H04234,Instituto Cultural,Coyoacán,México,96.5,1214,Perfil A,1,1,Ciudad de México,17.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,N5,NEG,NEG,H05436,U del Valle de México Lomas Ve,Naucalpan de Juárez,México,93.02,1244,Perfil A,0,0,Estado de México,17.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,N5,SLD,LNB,H06836,Univ. del Valle de México,Querétaro,México,96.1,1178,Perfil A,0,0,Querétaro,17.0,Solicitud,90.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,NEG,LAE,H02155,Lic. Marco Antonio Muñoz,San Rafael,México,97.65,1282,Perfil A,1,1,Puebla,17.0,Solicitud,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cuernavaca,MOR,Mexicana,M,N5,IIT,IIS,H79305,Escuela Preparatoria 5 Ixtla,Puente de Ixtla,México,96.0,1379,Perfil A+,1,1,,17.0,Marketing digital,94.0,19.0,15.0,0.0,1.0,0.25,0.25,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,N5,NEG,BGB,H01551,Colegio Marymount,Cuernavaca,México,81.5,1201,Perfil A,1,1,Cuernavaca,18.0,Solicitud,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Atletico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,M,N5,IIT,IMT,H22163,Universidad del Valle de Mexic,Coacalco de Berriozábal,México,91.37,1185,Perfil A,1,1,Estado de México,17.0,Marketing digital,78.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,N5,IIT,IMT,H02214,Colegio Villa Rica,Boca del Río,México,96.0,1349,Perfil A,1,1,Puebla,17.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,N5,IIT,IC,H27422,Universidad del Valle de Méxic,Cuernavaca,México,91.8,1159,Perfil B,1,1,Cuernavaca,17.0,Solicitud,61.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,IIT,IMD,H00802,C.E.T.Y.S. - Ensenada,Ensenada,México,94.0,1194,Perfil A,0,0,Monterrey,17.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laguna,LAG,Mexicana,M,N5,ESC,ARQ,H41430,Colegio Cervantes de Torreón,Torreón,México,90.91,1397,Perfil A+,0,0,Laguna,19.0,Solicitud,95.0,25.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,N5,CIS,CIS,H05299,C.C.H. - Plantel Naucalpan,Naucalpan de Juárez,México,81.42,1292,Perfil A,1,1,Estado de México,17.0,Solicitud,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chihuahua,CHH,Mexicana,M,N5,CIS,CIS,H01220,Instituto Parralense A.C.,Hidalgo del Parral,México,92.0,1181,Perfil A,1,1,Chihuahua,18.0,Solicitud,98.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,N5,ICT,ITC,H27420,Instituto Santiago,San Juan del Río,México,95.0,1255,Perfil A,1,1,Querétaro,17.0,Solicitud,87.0,17.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ciudad Obregón,COB,Mexicana,M,N5,ICT,ITC,H06966,Colegio de Bach. de Sonora,Guaymas,México,94.75,1364,Perfil A+,0,0,Sonora Norte,17.0,Solicitud,100.0,15.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Chihuahua,CHH,Mexicana,M,N5,NEG,NEG,H65154,Preparatoria ESFER Salesianos,Chihuahua,México,91.25,1200,Perfil A,1,1,Chihuahua,18.0,Solicitud,81.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,N5,ESC,LTM,H61184,Centro de Estudios,Zapopan,México,90.0,1137,Perfil B,1,1,Guadalajara,20.0,Solicitud,54.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,M,N5,ICT,ITC,H55411,Inst Chapultepec la Primavera,Culiacán,México,92.0,1159,Perfil B,0,0,,18.0,Solicitud,70.0,15.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,N5,IIT,BME,H62087,BACHILLERATO INSTITUTO LUX,León,México,90.0,1397,Perfil A+,1,1,León,18.0,Solicitud,88.0,13.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,N5,ICI,INA,H01507,Instituto Miguel Angel A.C.,Álvaro Obregón,México,99.5,1490,Perfil A+,1,1,Santa Fe,17.0,Solicitud,106.0,21.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,N5,IBQ,IAL,H12469,Prep Sor Juana Inés de la Cruz,Amecameca,México,93.0,1396,Perfil A,1,1,Toluca,17.0,Solicitud,95.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,F,N5,IBQ,IBT,H41814,Bachillerato UPAEP Atlixco,Atlixco,México,80.67,1190,Perfil A,0,0,Puebla,17.0,Solicitud,106.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Laguna,LAG,Mexicana,F,N5,ICI,INA,H03176,Academia Villa de Matel,Gómez Palacio,México,99.0,1341,Perfil A,1,1,Laguna,17.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,N5,IBQ,IBT,H00740,Colegio Regis A.C. (La Salle),Hermosillo,México,89.0,1238,Perfil A,0,0,Sonora Norte,18.0,Solicitud,91.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,IIT,IID,H69219,Escuela Técnica Roberto Rocca,Pesquería,México,94.08,1308,Perfil A,0,0,Monterrey,18.0,Marketing digital,100.0,15.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,N5,AMC,ARQ,H14789,Centro Educativo Cruz Azul,El Barrio de la Soledad,México,92.5,1116,Perfil C,0,0,Puebla,17.0,Solicitud,47.0,17.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Colombiana,M,N5,CIS,LEC,H69667,Gimnasio Colombo Británico,Indefinido,Colombia,87.26,1402,Perfil A,0,0,Extranjero LATAM,17.0,Solicitud,106.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,IIT,IIT,H02121,Colegio Miraflores,León,México,76.93,1234,Perfil B,1,1,León,19.0,Solicitud,80.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,M,N5,IBQ,IQ,H64852,Bachillerato UPAEP Santiago,Puebla,México,94.6,1318,Perfil A,1,1,Puebla,17.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Aguascalientes,AGS,Mexicana,M,N5,ICI,ICI,H00686,Esc. de Cd. de Aguascalientes,Aguascalientes,México,97.25,1414,Perfil A+,1,1,Aguascalientes,17.0,Solicitud,88.0,13.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Guatemalteca,F,N5,ESC,LDI,H07470,Colegio Alemán de Guatemala,,Guatemala,87.9,1154,Perfil B,0,0,Extranjero LATAM,19.0,Marketing digital,76.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,M,N5,ICT,ITC,H64320,Colegio Educativo Guillaumin,Orizaba,México,88.0,1267,Perfil A,0,0,Puebla,19.0,Solicitud,96.0,21.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
León,LEO,Mexicana,F,N5,IIT,IIT,H02121,Colegio Miraflores,León,México,90.0,1082,Perfil D,0,0,León,18.0,Solicitud,40.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,AMC,ARQ,H66373,Greenville Internaciona School,Centro,México,91.7,1326,Perfil A,0,0,Puebla,17.0,Solicitud,85.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,M,N5,IIT,IM,H01404,Preparatoria Morelos,Tula de Allende,México,90.0,1399,Perfil A,1,1,Hidalgo,17.0,Solicitud,95.0,25.0,10.0,0.0,1.0,0.45,0.25,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Saltillo,SAL,Mexicana,F,N5,IIT,IIS,H02868,Liceo Freinet A C,Saltillo,México,75.64,1216,Perfil B,0,0,Saltillo,19.0,Solicitud,76.0,21.0,25.0,,,,,,,,,,,,,,,,,,,,,
León,LEO,Mexicana,F,N5,IIT,IIT,H02121,Colegio Miraflores,León,México,90.0,1284,Perfil A,1,1,León,18.0,Solicitud,106.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,SLD,LPS,H00517,Universidad La Salle,Indefinido,México,84.8,1179,Perfil A,1,1,Santa Fe,18.0,Solicitud,91.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,N5,NEG,LIN,H80704,Net Texcoco,,,90.0,1141,Perfil B,1,1,,18.0,Solicitud,76.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,ICT,ICT,H00968,Univ. del Valle de México,Indefinido,México,92.04,1208,Perfil A,1,1,Ciudad de México,17.0,Solicitud,83.0,13.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sinaloa,SIN,Mexicana,F,N5,NEG,LAF,H21000,Juan de Dios Batiz,Culiacán,México,99.0,1152,Perfil B,1,1,Sinaloa,18.0,Solicitud,80.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,Artistico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Salvadoreña,M,N5,ICT,ITC,H01731,Academia Británica Cuscatleca,,El Salvador,93.86,1490,Perfil A+,1,1,Extranjero LATAM,18.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Ecuatoriana,F,N5,NEG,NEG,H04020,Colegio Menor San Francisco,,Ecuador,98.15,1170,Perfil A,0,0,Extranjero LATAM,18.0,Solicitud,106.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toluca,TOL,Mexicana,M,N5,IIT,IIT,H02595,Dr. Ángel Ma. Garibay Kintana,Toluca,México,92.0,1379,Perfil A+,1,1,Toluca,17.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
San Luis Potosí,SLP,Mexicana,M,N5,IIT,IIT,H43706,Harkness Institute,San Luis Potosí,México,86.29,1291,Perfil A,0,0,San Luis Potosí,17.0,Solicitud,106.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,N5,IIT,IIT,H08654,Colegio Vista Hermosa,Cuajimalpa de Morelos,México,83.14,1359,Perfil A,1,1,Santa Fe,19.0,Solicitud,83.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,NEG,LAE,H00441,Colegio Linares A.C.,Linares,México,86.65,1275,Perfil A,1,1,Monterrey,17.0,Solicitud,98.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,F,N5,ICT,ITC,H14983,Uni Autónoma del Edo México,Toluca,México,93.0,1166,Perfil B,1,1,Toluca,17.0,Marketing digital,65.0,25.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,N5,AMC,ARQ,H65727,Plantel Num. 27 MIAHUATLAN,Miahuatlán de Porfirio Díaz,México,99.02,1400,Perfil A+,1,1,Puebla,17.0,Solicitud,90.0,15.0,15.0,0.0,1.0,0.25,0.25,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Guadalajara,GDA,Mexicana,M,N5,ICT,ICT,H01662,Instituto de Hum. y Ciencias,Zapopan,México,91.0,1130,Perfil B,1,1,Guadalajara,18.0,Solicitud,60.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santa Fe,CSF,Mexicana,M,N5,IIT,IIS,H68377,Northridge School México,Cuajimalpa de Morelos,México,78.3,1232,Perfil B,0,0,,17.0,Solicitud,68.0,13.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,ICT,ICT,H02214,Colegio Villa Rica,Boca del Río,México,100.0,1456,Perfil A+,1,1,Puebla,19.0,Solicitud,93.0,23.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,F,N5,IBQ,IQ,H65889,Colegio México Bachillerato,Indefinido,México,93.0,1248,Perfil A,0,0,Ciudad de México,17.0,Solicitud,100.0,25.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,F,N5,SLD,LBC,H93326,Centro de Estudios Tecnológico,Tuxpan,México,97.0,1344,Perfil A,1,1,Puebla,18.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Puebla,PUE,Mexicana,M,N5,IBQ,IBT,H63615,Escuela El Peñón,Jonacatepec de Leandro Valle,México,99.0,1446,Perfil A+,1,1,Cuernavaca,17.0,Solicitud,104.0,19.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
León,LEO,Mexicana,F,N5,NEG,NEG,H02121,Colegio Miraflores,León,México,83.0,1204,Perfil A,0,0,León,18.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hidalgo,HGO,Mexicana,M,N5,IIT,IIT,H83403,COBAEH CEMSaD Huitzila,Tizayuca,México,95.97,1303,Perfil A,1,1,,17.0,Solicitud,81.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Monterrey,MTY,Mexicana,M,N5,ESC,LTM,H17044,Col de E Ci y Te de Tab P Ctr,Centro,México,99.0,1195,Perfil A,0,0,Puebla,17.0,Solicitud,110.0,25.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,N5,NEG,NEG,H12577,CBT Dr. Alfonso León de Garay,Tequixquiac,México,93.97,1224,Perfil A,1,1,Estado de México,17.0,Solicitud,91.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ciudad de México,CCM,Mexicana,M,N5,IBQ,IBT,H22162,COLEGIO EURO TEXCOCO,Texcoco,México,81.92,1266,Perfil A,1,1,Ciudad de México,17.0,Solicitud,94.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Querétaro,QRO,Mexicana,F,N5,IBQ,IBT,H11811,Preparatoria Salmantina,Salamanca,México,93.7,1306,Perfil A,1,1,Irapuato,17.0,Solicitud,110.0,25.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Estado de México,CEM,Mexicana,F,N5,IIT,IM,H00711,Colegio Indoamericano S.C.,Tlalnepantla de Baz,México,96.5,1235,Perfil A,1,1,Estado de México,18.0,Marketing digital,100.0,25.0,15.0,0.0,1.0,0.2,0.2,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
