SEDE,NACIONALIDAD,CLAVE_GENERO,CLAVE_TIPO_ADMISION_TIPO_INGRESO,CLAVE_MAJOR_PGMA_ACAD,CLAVE_ESCUELA,DESC_ESTADO_ESCUELA,V_PROM_IND,V_PAA_IND,V_TEC_NO_TEC,FECHA_DECISION_ADMISION_FINAL,PERFIL,INSCRITO,CAMPUS_APORTACION,EDAD,ORIGEN_DE_LA_SOLICITUD,PUNTAJE_EUC,RUBRICA,ENSAYO,CV,BECA_SOAF,CREDITO_SOAF,V_POSTDTA,BECABTE,DISCIPLINA,V_BHP,POST_ANYBECA,TIPO_BECA_F,V_ANY_BECA,PRC_BECA_F,PRC_CREDITO_F,ESTADO_BSE,ESTADO_BTE
LAG,Mexicana,F,N5,ARQ,H41430,Coahuila,95.56,1359,No Tec,2023-11-30T00:00:00.000Z,Perfil A,1,Laguna,17.0,Solicitud,50.0,90.0,15.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
CSF,Mexicana,M,N5,IIS,H69301,Ciudad de México,79.0,1257,No Tec,2023-11-07T00:00:00.000Z,Perfil B,1,,17.0,Solicitud,50.0,74.0,19.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,M,N5,BFI,H02168,Estado de México,81.58,1196,No Tec,2023-11-17T00:00:00.000Z,Perfil A,1,Estado de México,18.0,Solicitud,49.0,104.0,19.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,F,N5,ARQ,H05436,Estado de México,91.82,1241,No Tec,2023-11-01T00:00:00.000Z,Perfil A,0,Estado de México,17.0,Solicitud,50.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,BFI,H00039,Baja California,88.66,1241,No Tec,2023-11-10T00:00:00.000Z,Perfil A,0,Monterrey,17.0,Solicitud,,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,LDI,H80083,Nayarit,96.0,1435,No Tec,2023-11-15T00:00:00.000Z,Perfil A+,1,,17.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,M,N5,IM,H00825,Querétaro,90.0,1326,No Tec,2023-11-30T00:00:00.000Z,Perfil A,1,Querétaro,18.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,BGB,H58993,Baja California,95.0,1331,No Tec,2023-11-27T00:00:00.000Z,Perfil A,0,,18.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,N5,ARQ,H00271,Ciudad de México,85.17,1278,No Tec,2023-11-18T00:00:00.000Z,Perfil A,1,Ciudad de México,17.0,Marketing digital,,89.0,19.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,LED,H00039,Baja California,92.8,1400,No Tec,2023-11-16T00:00:00.000Z,Perfil A+,1,Monterrey,17.0,Solicitud,50.0,94.0,19.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CHH,Mexicana,F,N5,ITC,H02484,Chihuahua,86.0,1225,No Tec,2023-11-27T00:00:00.000Z,Perfil A,1,Chihuahua,18.0,Solicitud,50.0,100.0,15.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
GDA,Mexicana,M,N5,LAF,H68065,Michoacán,100.0,1340,No Tec,2023-12-05T00:00:00.000Z,Perfil A,1,Guadalajara,17.0,Marketing digital,28.0,92.0,17.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,IMD,H01663,,97.32,1250,No Tec,2024-02-12T00:00:00.000Z,Perfil A,0,Extranjero NO LATAM,18.0,Solicitud,,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,MC,H00178,Sinaloa,99.0,1368,No Tec,2023-12-12T00:00:00.000Z,Perfil A+,1,Guadalajara,17.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,Liderazgo,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,1.0
CCM,Mexicana,M,N5,LNB,H01752,Ciudad de México,90.5,1278,No Tec,2023-11-30T00:00:00.000Z,Perfil A,0,Ciudad de México,18.0,Contacto directo,50.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,F,N5,CPF,H02717,Ciudad de México,89.5,1279,No Tec,2023-11-15T00:00:00.000Z,Perfil A,0,Estado de México,19.0,Marketing digital,50.0,94.0,19.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,N5,CPF,H00133,Sinaloa,76.02,1243,No Tec,2024-02-19T00:00:00.000Z,Perfil B,1,Guadalajara,17.0,Solicitud,50.0,65.0,25.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,N5,LAD,H01813,Ciudad de México,97.05,1079,No Tec,2024-02-15T00:00:00.000Z,Perfil D,1,Ciudad de México,17.0,Solicitud,24.0,29.0,19.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,N5,IBT,H00968,Ciudad de México,96.03,1371,No Tec,2023-11-13T00:00:00.000Z,Perfil A+,1,Ciudad de México,17.0,Solicitud,,110.0,25.0,25.0,0.1,0.1,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
GDA,Mexicana,M,N5,ARQ,H01265,Baja California Sur,99.0,1381,No Tec,2023-11-30T00:00:00.000Z,Perfil A+,0,Guadalajara,18.0,Marketing digital,42.0,102.0,17.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,BIE,H01751,,92.03,1350,No Tec,2023-11-13T00:00:00.000Z,Perfil A,1,Extranjero NO LATAM,17.0,Solicitud,,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,IDM,H49006,Baja California,79.7,1347,No Tec,2024-01-19T00:00:00.000Z,Perfil A,1,,18.0,Solicitud,50.0,100.0,15.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CDJ,Mexicana,F,N5,LAF,H16483,San Luis Potosí,91.0,1306,No Tec,2023-12-12T00:00:00.000Z,Perfil A,0,San Luis Potosí,17.0,Solicitud,18.0,88.0,13.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,IID,H13707,Baja California Sur,95.0,1095,No Tec,2024-01-17T00:00:00.000Z,Perfil D,1,Guadalajara,17.0,Solicitud,35.0,25.0,15.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,MC,H01615,Coahuila,98.43,1495,No Tec,2023-12-07T00:00:00.000Z,Perfil A+,1,Laguna,17.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,M,N5,IM,H13707,Baja California Sur,98.0,1414,No Tec,2023-11-18T00:00:00.000Z,Perfil A+,1,Guadalajara,17.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,N5,ICT,H63656,Colima,97.63,1359,No Tec,2023-11-30T00:00:00.000Z,Perfil A,1,Guadalajara,17.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
AGS,Mexicana,F,N5,IIS,H66345,Aguascalientes,88.0,1323,No Tec,2023-12-06T00:00:00.000Z,Perfil A,1,Aguascalientes,17.0,Solicitud,50.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
MTY,Mexicana,M,N5,IIS,H49400,Nuevo León,89.7,1189,No Tec,2024-02-01T00:00:00.000Z,Perfil A,1,,18.0,Solicitud,48.0,92.0,17.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,IBT,H09994,Oaxaca,93.0,1450,No Tec,2023-12-04T00:00:00.000Z,Perfil A+,1,Puebla,17.0,Solicitud,27.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,M,N5,IRS,H00926,Puebla,90.5,1177,No Tec,2023-11-27T00:00:00.000Z,Perfil C,1,Puebla,17.0,Solicitud,49.0,61.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
LEO,Mexicana,F,N5,NEG,H62087,Guanajuato,91.5,1293,No Tec,2023-12-13T00:00:00.000Z,Perfil A,1,León,18.0,Solicitud,47.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,N5,IBT,H00271,Ciudad de México,92.0,1279,No Tec,2024-01-22T00:00:00.000Z,Perfil A,0,Ciudad de México,19.0,Solicitud,,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,ICI,H59951,Nuevo León,87.42,1399,No Tec,2024-01-26T00:00:00.000Z,Perfil A,0,,18.0,Marketing digital,50.0,85.0,15.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IIT,H13239,Nuevo León,87.5,1410,No Tec,2024-01-02T00:00:00.000Z,Perfil A,1,Monterrey,18.0,Solicitud,,90.0,15.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,N5,BME,H00768,Jalisco,97.0,1428,No Tec,2023-12-12T00:00:00.000Z,Perfil A+,1,Guadalajara,17.0,Solicitud,45.0,95.0,25.0,10.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,CIS,H41740,Baja California,96.0,1388,No Tec,2023-10-27T00:00:00.000Z,Perfil A+,1,Monterrey,17.0,Solicitud,50.0,98.0,23.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,LAD,H12252,Jalisco,98.86,1461,No Tec,2023-12-12T00:00:00.000Z,Perfil A+,1,Guadalajara,17.0,Solicitud,34.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,F,N5,IMT,H03111,Ciudad de México,100.0,1221,No Tec,2023-11-17T00:00:00.000Z,Perfil A,0,Ciudad de México,17.0,Solicitud,50.0,88.0,13.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,LAF,H66269,Nuevo León,91.47,1428,No Tec,2024-01-03T00:00:00.000Z,Perfil A+,1,Monterrey,17.0,Solicitud,35.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
SAL,Mexicana,M,N5,ITD,H47245,Coahuila,93.0,1307,No Tec,2024-02-01T00:00:00.000Z,Perfil B,1,,17.0,Solicitud,36.0,64.0,19.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,CIS,H21021,Baja California Sur,94.0,1338,No Tec,2023-11-15T00:00:00.000Z,Perfil A,1,Guadalajara,18.0,Solicitud,50.0,110.0,25.0,25.0,0.2,0.2,1.0,0.0,No aplica,0.0,1.0,Tradicional,1.0,0.2,0.0,2.0,0.0
SLP,Mexicana,F,N5,IM,H17837,San Luis Potosí,94.09,1248,No Tec,2023-12-02T00:00:00.000Z,Perfil A,0,San Luis Potosí,17.0,Solicitud,40.0,84.0,9.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,CIS,H18044,Nuevo León,96.38,1234,No Tec,2024-01-02T00:00:00.000Z,Perfil A,0,Monterrey,16.0,Solicitud,49.0,98.0,13.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CEM,Mexicana,F,N5,LAF,H05462,Estado de México,95.5,1261,No Tec,2023-11-15T00:00:00.000Z,Perfil A,1,Estado de México,18.0,Solicitud,38.0,77.0,7.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Hondureña,F,N5,IC,H02348,,95.6,1358,No Tec,2024-02-07T00:00:00.000Z,Perfil A,0,Extranjero LATAM,17.0,Solicitud,42.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,Atletico,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,1.0
MTY,Mexicana,M,N5,IMD,H58993,Baja California,93.0,1489,No Tec,2023-11-24T00:00:00.000Z,Perfil A+,1,,17.0,Solicitud,50.0,98.0,13.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CHH,Mexicana,F,N5,ARQ,H00114,Chihuahua,93.75,1095,No Tec,2024-01-29T00:00:00.000Z,Perfil D,0,Chihuahua,17.0,Solicitud,25.0,50.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,IC,H01529,Nuevo León,90.72,1396,No Tec,2024-01-02T00:00:00.000Z,Perfil A+,1,Monterrey,16.0,Solicitud,32.0,90.0,15.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,LDI,H13707,Baja California Sur,93.0,1169,No Tec,2024-01-25T00:00:00.000Z,Perfil B,1,Guadalajara,18.0,Solicitud,45.0,61.0,21.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,ICI,H13239,Nuevo León,94.69,1480,No Tec,2024-01-12T00:00:00.000Z,Perfil A+,1,Monterrey,18.0,Solicitud,,93.0,8.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,IAL,H06356,Yucatán,99.03,1333,No Tec,2024-01-19T00:00:00.000Z,Perfil A,1,Puebla,18.0,Solicitud,,106.0,21.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,1.0,0.0
CEM,Mexicana,M,N5,NEG,H00850,Estado de México,95.0,1388,No Tec,2023-11-15T00:00:00.000Z,Perfil A+,1,Estado de México,18.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,LDI,H10463,Ciudad de México,86.08,1195,No Tec,2024-01-02T00:00:00.000Z,Perfil A,1,Santa Fe,17.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,M,N5,ITC,H04925,Querétaro,94.0,1414,No Tec,2023-11-28T00:00:00.000Z,Perfil A+,1,Querétaro,18.0,Marketing digital,50.0,94.0,19.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,BFI,H05069,Jalisco,95.0,1305,No Tec,2023-12-04T00:00:00.000Z,Perfil A,1,Guadalajara,17.0,Solicitud,50.0,96.0,21.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,LEM,H00768,Jalisco,91.0,1347,No Tec,2023-12-12T00:00:00.000Z,Perfil A,1,Guadalajara,17.0,Solicitud,35.0,106.0,21.0,25.0,0.0,0.0,0.0,0.8,Atletico,0.0,1.0,Talento Estudiantil,1.0,0.8,0.0,0.0,2.0
GDA,Mexicana,F,N5,CPF,H12771,Baja California Sur,98.0,1204,No Tec,2024-02-12T00:00:00.000Z,Perfil A,1,Guadalajara,17.0,Solicitud,30.0,87.0,12.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IDM,H02749,Durango,97.06,1446,No Tec,2024-02-06T00:00:00.000Z,Perfil A+,1,Laguna,17.0,Marketing digital,50.0,100.0,15.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,F,N5,CIS,H12740,Guerrero,97.68,1170,No Tec,2023-11-22T00:00:00.000Z,Perfil A,0,Cuernavaca,18.0,Solicitud,33.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IMT,H75645,Baja California,99.22,1408,No Tec,2023-12-13T00:00:00.000Z,Perfil A+,0,,17.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,CPF,H13707,Baja California Sur,99.0,1458,No Tec,2023-11-15T00:00:00.000Z,Perfil A+,0,Guadalajara,17.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,N5,ITC,H67223,Baja California Sur,92.4,1278,No Tec,2023-11-09T00:00:00.000Z,Perfil A,0,Guadalajara,18.0,Solicitud,,85.0,15.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,M,N5,IM,H01328,Ciudad de México,99.08,1414,No Tec,2023-12-05T00:00:00.000Z,Perfil A+,1,Ciudad de México,18.0,Solicitud,,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
HER,Mexicana,F,N5,ARQ,H01907,Sonora,93.0,1339,No Tec,2023-11-28T00:00:00.000Z,Perfil A,0,Sonora Norte,18.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,M,N5,LEM,H01551,Morelos,86.45,1217,No Tec,2023-11-28T00:00:00.000Z,Perfil A,0,Cuernavaca,18.0,Solicitud,,102.0,17.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CHH,Mexicana,F,N5,NEG,H02092,Chihuahua,95.5,1221,No Tec,2023-11-20T00:00:00.000Z,Perfil A,0,Chihuahua,18.0,Solicitud,42.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Hondureña,F,N5,MC,H17092,,95.97,1339,No Tec,2024-02-20T00:00:00.000Z,Perfil A,0,Extranjero LATAM,17.0,Solicitud,50.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,N5,ARQ,H00178,Sinaloa,93.0,1200,No Tec,2023-11-30T00:00:00.000Z,Perfil A,1,Guadalajara,18.0,Solicitud,30.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,F,N5,NEG,H00825,Querétaro,90.0,1228,No Tec,2024-01-16T00:00:00.000Z,Perfil A,1,Querétaro,19.0,Solicitud,46.0,106.0,21.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Paraguaya,M,N5,IC,H65311,,91.5,1309,No Tec,2024-01-18T00:00:00.000Z,Perfil A,0,Extranjero LATAM,18.0,Solicitud,,96.0,21.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,M,N5,NEG,H93124,Baja California Sur,78.0,1257,No Tec,2024-02-16T00:00:00.000Z,Perfil B,1,Guadalajara,17.0,Solicitud,50.0,63.0,23.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CCM,Mexicana,F,N5,LPS,H80123,Ciudad de México,89.17,1251,No Tec,2023-12-12T00:00:00.000Z,Perfil A,0,,16.0,Marketing digital,50.0,81.0,11.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,NEG,H49408,Nuevo León,98.25,1179,No Tec,2023-12-06T00:00:00.000Z,Perfil A,0,,16.0,Solicitud,45.0,88.0,13.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CHH,Mexicana,F,N5,ICT,H01220,Chihuahua,97.0,1317,No Tec,2023-12-12T00:00:00.000Z,Perfil A,1,Chihuahua,18.0,Solicitud,49.0,110.0,25.0,25.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,BIE,H62571,Nayarit,95.75,1361,No Tec,2023-11-24T00:00:00.000Z,Perfil A+,1,Guadalajara,17.0,Solicitud,48.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,LAD,H00088,Tamaulipas,81.33,1336,No Tec,2023-10-26T00:00:00.000Z,Perfil A,1,Tampico,18.0,Solicitud,50.0,88.0,13.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IC,H00133,Sinaloa,96.5,1342,No Tec,2023-11-07T00:00:00.000Z,Perfil A,1,Guadalajara,17.0,Solicitud,43.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,F,N5,NEG,H00068,Nuevo León,91.38,1180,No Tec,2023-12-05T00:00:00.000Z,Perfil A,0,Monterrey,16.0,Marketing digital,24.0,110.0,25.0,25.0,0.0,0.0,0.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
PUE,Mexicana,F,N5,ITC,H66573,Tlaxcala,91.0,1225,No Tec,2023-11-15T00:00:00.000Z,Perfil A,0,Puebla,17.0,Marketing digital,49.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,M,N5,IMT,H00733,Estado de México,91.5,1305,No Tec,2023-12-14T00:00:00.000Z,Perfil A,1,Estado de México,18.0,Solicitud,,95.0,25.0,10.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IDM,H66269,Nuevo León,86.82,1380,No Tec,2024-01-19T00:00:00.000Z,Perfil A,1,Monterrey,16.0,Solicitud,27.0,81.0,11.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IM,H00133,Sinaloa,90.0,1310,No Tec,2023-11-07T00:00:00.000Z,Perfil A,1,Guadalajara,17.0,Solicitud,50.0,87.0,17.0,10.0,0.0,0.0,1.0,0.0,No aplica,0.0,1.0,Sin beca,0.0,0.0,0.0,0.0,0.0
MTY,Mexicana,M,N5,IC,H22514,Baja California Sur,99.87,1145,No Tec,2023-11-16T00:00:00.000Z,Perfil B,0,Guadalajara,17.0,Solicitud,42.0,65.0,25.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CSF,Mexicana,M,N5,LED,H11314,Estado de México,88.14,1285,No Tec,2023-12-05T00:00:00.000Z,Perfil A,1,Toluca,18.0,Solicitud,38.0,100.0,25.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
CHH,Mexicana,F,N5,NEG,H01220,Chihuahua,89.0,1235,No Tec,2024-01-29T00:00:00.000Z,Perfil A,1,Chihuahua,18.0,Solicitud,26.0,90.0,15.0,15.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
GDA,Mexicana,F,N5,IIS,H00426,Sinaloa,99.5,1402,No Tec,2023-11-09T00:00:00.000Z,Perfil A+,1,Guadalajara,17.0,Solicitud,50.0,100.0,25.0,15.0,0.0,0.0,1.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
QRO,Mexicana,M,N5,ITC,H00133,Sinaloa,80.5,1236,No Tec,2024-01-16T00:00:00.000Z,Perfil A,1,Guadalajara,17.0,Solicitud,47.0,87.0,17.0,10.0,0.0,0.0,0.0,0.0,No aplica,0.0,0.0,Sin beca,0.0,0.0,0.0,0.0,0.0
